#,Custom Panel (X),SOMAmer SeqID,Target Name,Human Target or Analyte,UniProt ID,GeneID,Cardiovascular Disease,Inflammation and Immune Response,Metabolic Disease,Oncology,Combine Immune and Metabolic,Previous association with age,Previous association with Sex,Drug Targets,Bone Related or of interest,NIHM Supplemental Data,Aging and Longevity pQTLs,Rat and Human Cytokine/Chemokine Luminex,Known of Interest,Inflammatory Serum Protein Profiling of Patients,Count for Custom Panel,
4136,,7980-72,B3GN2,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2",Q9NY97,B3GNT2,,X,,,,,,,,,,,,,,
4137,,16585-16,B3GN4,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4",Q9C0J1,B3GNT4,,,,,,,,,,,,,,,,
4138,,7143-9,GNT2C,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase, isoform C",Q8NFS9,None,,,,,,,,,,,,,,,,
4139,,5601-2,PGRP-L,N-acetylmuramoyl-L-alanine amidase,Q96PD5,PGLYRP2,,,,,,,,,,,,,,,,
4140,,19496-1,NPL,N-acetylneuraminate lyase,Q9BXD5,NPL,,,,,,,,,,,,,,,,
4141,,10089-7,ASML,N-acetylserotonin O-methyltransferase-like protein,O95671,ASMTL,,,,,,,,,,,,,,,,
4142,,11120-49,NAT14,N-acetyltransferase 14,Q8WUY8,NAT14,,,,,,,,,,,,,,,,
4143,,22506-25,NAT5,N-acetyltransferase 5,P61599,NAA20,,,,,,,,,,,,,,,,
4144,,21241-1,NAT6,N-acetyltransferase 6,Q93015,NAA80,,,,,,,,,,,,,,,,
4145,,11661-11,NALP1,"NACHT, LRR and PYD domains-containing protein 1",Q9C000,NLRP1,,,,,,,,,,,,,,,,
4146,,12821-6,NAL10,"NACHT, LRR and PYD domains-containing protein 10",Q86W26,NLRP10,,,,,,,,,,,,,,,,
4147,,12794-6,NALP4,"NACHT, LRR and PYD domains-containing protein 4",Q96MN2,NLRP4,,,,,,,,,,,,,,,,
4148,,3173-49,ASAHL,N-acylethanolamine-hydrolyzing acid amidase,Q02083,NAAA,,,,,,,,,,,,,,,,
4149,,16863-47,NANP,N-acylneuraminate-9-phosphatase,Q8TBE9,NANP,,,,,,,,,,,,,,,,
4150,,23602-35,NAPEP,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,Q6IQ20,NAPEPLD,,,,,,,,,,,,,,,,
4151,,13624-17,NADK,NAD kinase,O95544,NADK,,,,,,,,,,,,,,,,
4152,,22505-24,NAKD2,"NAD kinase 2, mitochondrial",Q4G0N4,NADK2,,,X,,,,,,,,,,,,,
4153,,9837-60,NAD(P)H dehydrogenase,NAD(P)H dehydrogenase [quinone] 1,P15559,NQO1,X,X,X,X,X,,,,,,,,,,X,
4154,,16621-77,AIBP,NAD(P)H-hydrate epimerase,Q8NCW5,NAXE,,,,,,,,,,,,,,,,
4155,,25042-3,MAOM,"NAD-dependent malic enzyme, mitochondrial",P23368,ME2,,,,,,,,,,,,,,,,
4156,,19823-75,SIR1,NAD-dependent protein deacetylase sirtuin-1,Q96EB6,SIRT1,X,X,X,X,X,,,,,,,,,,X,
3293,,14054-17,IL-15 Ra,Interleukin-15 receptor subunit alpha,Q13261,IL15RA,,,,,,,,,,X,X,,X,X,X,
3294,,3445-53,IL-15 Ra,Interleukin-15 receptor subunit alpha,Q13261,IL15RA,,,,,,,,,,X,X,,X,X,X,
4159,,17495-141,SIR3,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial",Q9NTG7,SIRT3,,,X,,,,,,,,,,,,,
4160,,12461-8,SIRT5,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",Q9NXA8,SIRT5,,,,,,,,,,,,,,,,
4161,,23287-109,NDUB6,NADH dehydrogenase,O95139,NDUFB6,,,,,,,,,,,,,,,,
4162,,22508-2,NDUBA,NADH dehydrogenase,O96000,NDUFB10,,,X,,,,,,,,,,,,,
4163,,23254-31,NDUF3,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,Q9BU61,NDUFAF3,,,X,,,,,,,,,,,,,
4164,,20458-22,NDUA2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,O43678,NDUFA2,,,X,X,,,,,,,,,,,,
4165,,19200-16,NDUA5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,Q16718,NDUFA5,,,,,,,,,,,,,,,,
4166,,7747-47,NDUBB,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",Q9NX14,NDUFB11,X,,X,,,,,,,,,,,,,
4167,,10677-9,NDUB4,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,O95168,NDUFB4,,,,,,,,,,,,,,,,
4168,,9800-20,NDUB8,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",O95169,NDUFB8,,,X,,,,,,,,,,,,,
4169,,7748-11,NDUV2,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",P19404,NDUFV2,X,,X,,,,,,,,,,,,,
4170,,10584-7,NDUS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",O43181,NDUFS4,,,X,,,,,,,,,,,,,
4171,,18255-6,NB5R1,NADH-cytochrome b5 reductase 1,Q9UHQ9,CYB5R1,,,,,,,,,,,,,,,,
4172,,19143-38,NB5R2,NADH-cytochrome b5 reductase 2,Q6BCY4,CYB5R2,,,,,,,,,,,,,,,,
4173,,7215-18,NADH-cytochrome b5 reductase,NADH-cytochrome b5 reductase 3,P00387,CYB5R3,,,,,,,,,,,,,,,,
4174,,25060-18,MAOX,NADP-dependent malic enzyme,P48163,ME1,,,X,,,,,,,,,,,,,
4175,,2731-29,NADPH-P450 Oxidoreductase,NADPH--cytochrome P450 reductase,P16435,POR,,,X,,,,,,,,,,,,,
4176,,17854-33,NAA10,N-alpha-acetyltransferase 10,P41227,NAA10,,,,,,,,,,,,,,,,
4177,,20943-14,NAA50,N-alpha-acetyltransferase 50,Q9GZZ1,NAA50,,,,,,,,,,,,,,,,
4178,,25269-10,NRDC,Nardilysin,O43847,NRDC,,,,,,,,,,,,,,,,
4179,,3854-24,NACA,Nascent polypeptide-associated complex subunit alpha,Q13765,NACA,X,,,,,,,,,X,,,X,,X,
4180,,16751-15,BNP,Natriuretic peptides B,P16860,NPPB,,,,,,,,,,X,,,X,,X,
4181,,5104-57,NKp46,Natural cytotoxicity triggering receptor 1,O76036,NCR1,,,,,,,,,,,,,,,,
4182,,8360-169,NKp46,Natural cytotoxicity triggering receptor 1,O76036,NCR1,,X,,,,,,,,,,,,,,
4183,,2734-49,NKp44,Natural cytotoxicity triggering receptor 2,O95944,NCR2,,,,,,,,,,X,,,X,,X,
4184,,3003-29,NKp30,Natural cytotoxicity triggering receptor 3,O14931,NCR3,,X,,,,,,,,,,,,,,
4185,,7854-38,NR3L1,Natural cytotoxicity triggering receptor 3 ligand 1,Q68D85,NCR3LG1,,,,,,,,,,,,,,,,
5999,,7953-20,SLAF1,Signaling lymphocytic activation molecule,Q13291,SLAMF1,,X,,,,,,,,,,,,X,X,
4187,,22430-15,CHIN,N-chimaerin,P15882,CHN1,,,,,,,,,,,,,,,,
4188,,23677-30,SPN90,NCK-interacting protein with SH3 domain,Q9NZQ3,NCKIPSD,,,,,,,,,,,,,,,,
4189,,8803-61,nectin-1 gamma:CD,"Nectin-1, isoform gamma:Cytoplasmic domain",Q15223,NECTIN1,,X,,,,,,,,,,,,,,
4190,,20584-4,nectin-1 gamma:ECD,"Nectin-1, isoform gamma:Extracellular domain",Q15223,NECTIN1,,X,,,,,,,,,,,,,,
4191,,9300-13,nectin-1 gamma:ECD,"Nectin-1, isoform gamma:Extracellular domain",Q15223,NECTIN1,,,,,,,,,,,,,,,,
4192,,6245-4,Nectin-2,Nectin-2,Q92692,NECTIN2,X,X,X,X,X,,,,,,,,,,X,
4193,,13557-3,Nectin 3,Nectin-3,Q9NQS3,NECTIN3,,,,,,,,,,,,,,,,
4194,,5734-13,nectin-4,Nectin-4,Q96NY8,NECTIN4,,,,,,,,,,,,,,,,
4195,,22504-3,N42L2,NEDD4-binding protein 2-like 2,Q92802,N4BP2L2,,,,,,,,,,,,,,,,
4196,,11307-33,WWP1,NEDD4-like E3 ubiquitin-protein ligase WWP1,Q9H0M0,WWP1,,,,,,,,,,,,,,,,
4197,,21670-52,WWP2,NEDD4-like E3 ubiquitin-protein ligase WWP2,O00308,WWP2,,,,,,,,,,,,,,,,
4198,,21996-28,NUB1,NEDD8 ultimate buster 1,Q9Y5A7,NUB1,,,,,,,,,,,,,,,,
4199,,21121-31,UBA3,NEDD8-activating enzyme E1 catalytic subunit,Q8TBC4,UBA3,,,,,,,,,,,,,,,,
4200,,18177-49,ULA1,NEDD8-activating enzyme E1 regulatory subunit,Q13564,NAE1,,,,,,,,,,,,,,,,
4201,,19111-10,UBC12,NEDD8-conjugating enzyme Ubc12,P61081,UBE2M,,,,,,,,,,,,,,,,
4202,,18213-30,UBE2F,NEDD8-conjugating enzyme UBE2F,Q969M7,UBE2F,,,,,,,,,,,,,,,,
4203,,24222-10,NELFA,Negative elongation factor A,Q9H3P2,NELFA,,,,,,,,,,,,,,,,
4204,,21819-9,NELFE,Negative elongation factor E,P18615,NELFE,,,,,,,,,,,,,,,,
4205,,8900-28,NEO1,Neogenin,Q92859,NEO1,,,,,,,,,,,,,,,,
4206,,6342-10,Nephronectin,Nephronectin,Q6UXI9,NPNT,,,,,,,,,,,,,,,,
4207,,20219-25,Neprilysin,Neprilysin,P08473,MME,,X,,X,,,,,,,,,,,,
4208,,9789-52,Nesprin-2,Nesprin-2,Q8WXH0,SYNE2,X,,,X,,,,,,,,,,,,
4209,,7975-97,UNC5A,Netrin receptor UNC5A,Q6ZN44,UNC5A,,,,,,,,,,,,,,,,
4210,,15394-79,UNC5B,Netrin receptor UNC5B,Q8IZJ1,UNC5B,,,,,,,,,,,,,,,,
4211,,23038-63,UNC5B,Netrin receptor UNC5B,Q8IZJ1,UNC5B,X,,,,,,,,,,,,,,,
4212,,7776-20,UNC5B,Netrin receptor UNC5B,Q8IZJ1,UNC5B,,,,,,,,,,,,,,,,
4213,,5139-32,UNC5H3,Netrin receptor UNC5C,O95185,UNC5C,,,,X,,X,,,,X,,,X,,X,
4214,,16307-22,UNC5H4,Netrin receptor UNC5D,Q6UXZ4,UNC5D,,,,,,,,,,X,,,X,,X,
4215,,5140-56,UNC5H4,Netrin receptor UNC5D,Q6UXZ4,UNC5D,,,,,,,,,,X,,,X,,X,
4216,,8624-16,UNC5H4,Netrin receptor UNC5D,Q6UXZ4,UNC5D,,,,,,,,,,X,,,X,,X,
4217,,6649-51,NET1,Netrin-1,O95631,NTN1,X,,,,,,,,,X,,,X,,X,
4218,,9013-60,NET1,Netrin-1,O95631,NTN1,,,,,,,,,,X,,,X,,X,
4219,,3327-27,NET4,Netrin-4,Q9HB63,NTN4,,,,,,,,,,X,,,X,,X,
4220,,5637-81,NTNG1,Netrin-G1,Q9Y2I2,NTNG1,,,,,,,,,,,,,,,,
4221,,9219-70,NENF,Neudesin,Q9UMX5,NENF,,,,,,,,,,,X,,X,,X,
4222,,10924-258,NEUFC,Neuferricin,Q8WUJ1,CYB5D2,,,,,,,,,,,,,,,,
4223,,7153-66,NGRN,Neugrin,Q9NPE2,NGRN,,,,,,,,,,,,,,,,
4224,,21991-79,NEB2,Neurabin-2,Q96SB3,PPP1R9B,,X,,,,,,,,,,,,,,
4225,,20161-41,NCAM1,Neural cell adhesion molecule 1,P13591,NCAM1,,,,,,,,,,X,,,X,,X,
4226,,4498-62,NCAM-120,"Neural cell adhesion molecule 1, 120 kDa isoform",P13591,NCAM1,X,,X,,,,,,,X,,,X,,X,
4227,,6507-16,NCAM2,Neural cell adhesion molecule 2,O15394,NCAM2,,,,,,,,,,,,,,,,
4228,,4246-40,NCAM-L1,Neural cell adhesion molecule L1,P32004,L1CAM,,,,X,,,,,,,,,,,,
4229,,3601-54,CHL1,Neural cell adhesion molecule L1-like protein,O00533,CHL1,X,,X,,,,,,,,,,,,,
4230,,8958-51,CHL1,Neural cell adhesion molecule L1-like protein,O00533,CHL1,,,,,,,,,,,,,,,,
4231,,10424-31,NPDC1,Neural proliferation differentiation and control protein 1,Q9NQX5,NPDC1,,,,,,,,,,,,,,,,
4232,,22516-30,NRL,Neural retina-specific leucine zipper protein,P54845,NRL,,,,,,,,,,,,,,,,
4233,,25082-3,WASL,Neural Wiskott-Aldrich syndrome protein,O00401,WASL,,,,,,,,,,,,,,,,
4234,,13468-5,NEUL4,Neuralized-like protein 4,Q96JN8,NEURL4,,,,,,,,,,,,,,,,
4235,,9178-30,NEUREGULIN-1,Neuregulin-1,Q02297,NRG1,X,X,,X,,,,,,,,,,,,
4236,,15446-25,SMDF,"Neuregulin-1, sensory and motor neuron-derived factor isoform",Q02297,NRG1,,,,,,,,,,,,,,,,
4237,,14139-16,NRG4,Neuregulin-4,Q8WWG1,NRG4,,,,,,,,,,,,,,,,
4238,,11654-77,NRSN1,Neurensin-1,Q8IZ57,NRSN1,,X,,,,,,,,,,,,,,
4239,,8971-9,NRX1A,Neurexin-1,Q9ULB1,NRXN1,,,,,,,,,,,,,,,,
4240,,22579-93,NRX1B,Neurexin-1-beta,P58400,NRXN1,,,,,,,,,,X,,,X,,X,
4241,,5110-84,NRX1B,Neurexin-1-beta,P58400,NRXN1,,,,,,,,,,X,,,X,,X,
4242,,8876-51,NRX2B,Neurexin-2-beta,P58401,NRXN2,,,,,,,,,,,,,,,,
4243,,16323-8,NRX3A,Neurexin-3,Q9Y4C0,NRXN3,,,,,,,,,,,,,,,,
4244,,5111-15,NRX3B,Neurexin-3-beta,Q9HDB5,NRXN3,,,,,,,,,,X,,,X,,X,
4245,,23002-27,NXPH1,Neurexophilin-1,P58417,NXPH1,,,,,,,,,,X,,,X,,X,
4246,,4562-1,NXPH1,Neurexophilin-1,P58417,NXPH1,,,,,,,,,,X,,,X,,X,
4247,,9511-61,NXPH2,Neurexophilin-2,O95156,NXPH2,,,,,,,,,,,,,,,,
4248,,6054-6,NXPH3,Neurexophilin-3,O95157,NXPH3,,,,,,,,,,,,,,,,
4249,,20159-1,NRN1L,Neuritin-like protein,Q496H8,NRN1L,,,,,,,,,,,,,,,,
4250,,2944-66,DAN,Neuroblastoma suppressor of tumorigenicity 1,P41271,NBL1,,,,,,,,,,X,X,,X,,X,
4251,,17816-58,NCALD,Neurocalcin-delta,P61601,NCALD,,,,,,,,,,,,,,,,
4252,,15573-110,CSPG3,Neurocan core protein,O14594,NCAN,,,,,,,,,,,,,,,,
4253,,13388-57,NEC1,Neuroendocrine convertase 1,P29120,PCSK1,,,X,,,,,,,,,,,,,
4254,,15440-57,NEC2,Neuroendocrine convertase 2,P16519,PCSK2,,,X,,,,,,,,,,,,,
4255,,6117-4,NEC2,Neuroendocrine convertase 2,P16519,PCSK2,,,,,,,,,,,,,,,,
4256,,15358-28,7B2,Neuroendocrine protein 7B2,P05408,SCG5,,,,X,,,,,,,,,,,,
4257,,5757-45,GNAS3,Neuroendocrine secretory protein 55,O95467,GNAS,X,X,X,X,X,,,,,,,,,,X,
4258,,14260-112,ARHG8,Neuroepithelial cell-transforming gene 1 protein,Q7Z628,NET1,,,,,,,,,,,,,,,,
4259,,7179-69,NFASC,Neurofascin,O94856,NFASC,,,,,,,,,,,,,,,,
4260,,9900-36,NFH,Neurofilament heavy polypeptide,P12036,NEFH,,,X,,,,,,,,,,,,,
4261,,10082-251,NFL,Neurofilament light polypeptide,P07196,NEFL,,,,,,,,,,,,,,,,
4262,,5107-7,Notch 1,Neurogenic locus notch homolog protein 1,P46531,NOTCH1,X,X,X,X,X,,,,,X,,,X,,X,
4263,,11297-54,NOTC2,Neurogenic locus notch homolog protein 2,Q04721,NOTCH2,X,X,X,X,X,,,,,,,,,,X,
4264,,5106-52,NOTC2,Neurogenic locus notch homolog protein 2,Q04721,NOTCH2,,,,,,,,,,,,,,,,
4265,,8407-84,NOTC2,Neurogenic locus notch homolog protein 2,Q04721,NOTCH2,,,,,,,,,,,,,,,,
4266,,5108-72,Notch-3,Neurogenic locus notch homolog protein 3,Q9UM47,NOTCH3,X,,,X,,,,,,,,,,,,
4267,,23289-25,NGN1,Neurogenin-1,Q92886,NEUROG1,,,,,,,,,,,,,,,,
4268,,25938-13,NGN3,Neurogenin-3,Q9Y4Z2,NEUROG3,,,X,,,,,,,,,,,,,
4269,,18303-39,NEUG,Neurogranin,Q92686,NRGN,,,,,,,,,,,,,,,,
4270,,22512-18,NGDN,Neuroguidin,Q8NEJ9,NGDN,,,,,,,,,,,,,,,,
4271,,15620-4,NLGN1,Neuroligin-1,Q8N2Q7,NLGN1,,,,,,,,,,,,,,,,
4272,,23000-22,NLGN1,Neuroligin-1,Q8N2Q7,NLGN1,,,,,,,,,,,,,,,,
4273,,8052-115,NLGN1,Neuroligin-1,Q8N2Q7,NLGN1,,,,,,,,,,,,,,,,
4274,,9027-10,NLGN2:CD,Neuroligin-2:Cytoplasmic domain,Q8NFZ4,NLGN2,,,,,,,,,,,,,,,,
4275,,9772-153,NLGN2:ECD,Neuroligin-2:Extracellular domain,Q8NFZ4,NLGN2,,,,,,,,,,,,,,,,
4276,,17427-26,NLGN3,Neuroligin-3,Q9NZ94,NLGN3,,,,,,,,,,,,,,,,
4277,,8941-4,NLGN3,Neuroligin-3,Q9NZ94,NLGN3,,,,,,,,,,,,,,,,
4278,,5357-60,NLGNX,"Neuroligin-4, X-linked",Q8N0W4,NLGN4X,,,,,,,,,,X,,,X,,X,
4279,,21710-16,NLGNY,"Neuroligin-4, Y-linked",Q8NFZ3,NLGN4Y,,,,,,,,,,,,,,,,
4280,,9321-400,NMB,Neuromedin-B,P08949,NMB,,,,,,,,,,,,,,,,
4281,,9503-1,NMS,Neuromedin-S,Q5H8A3,NMS,,,,,,,,,,,,,,,,
4282,,8754-5,NMU,Neuromedin-U,P48645,NMU,,,,,,,,,,,,,,,,
4283,,15325-14,NEUM,Neuromodulin,P17677,GAP43,,X,,,,,,,,,,,,,,
4284,,21231-3,ACHA5,Neuronal acetylcholine receptor subunit alpha-5,P30532,CHRNA5,,,,,,,,,,,,,,,,
4285,,20547-5,ACHB3,Neuronal acetylcholine receptor subunit beta-3,Q05901,CHRNB3,,,,,,,,,,,,,,,,
4286,,5109-24,Nr-CAM,Neuronal cell adhesion molecule,Q92823,NRCAM,,,,X,,,,,,X,,,X,,X,
4287,,13109-82,NEGR1,Neuronal growth regulator 1,Q7Z3B1,NEGR1,,,,,,,,,,X,,,X,,X,
4288,,7050-5,NEGR1,Neuronal growth regulator 1,Q7Z3B1,NEGR1,,,X,,,,,,,X,,,X,,X,
4289,,15511-37,NPTXR,Neuronal pentraxin receptor,O95502,NPTXR,,,,,,,,,,,,,,,,
4290,,8997-4,NPTXR,Neuronal pentraxin receptor,O95502,NPTXR,,,,,,,,,,,,,,,,
4291,,9256-78,NPTX1,Neuronal pentraxin-1,Q15818,NPTX1,,,,,,,,,,,,,,,,
4292,,6521-35,NPTX2,Neuronal pentraxin-2,P47972,NPTX2,,,,,,,,,,,,,,,,
4293,,21359-17,NREP,Neuronal regeneration-related protein,Q16612,NREP,,,,,,,,,,,,,,,,
4294,,18316-75,3-Sep,Neuronal-specific septin-3,Q9UH03,SEPTIN3,,,,,,,,,,,,,,,,
4295,,9374-24,NNAT,Neuronatin,Q16517,NNAT,,,,,,,,,,,,,,,,
4296,,8924-55,CALY,Neuron-specific vesicular protein calcyon,Q9NYX4,CALY,X,,,,,,,,,,,,,,,
4297,,6390-18,NPS,Neuropeptide S,P0C0P6,NPS,,,,,,,,,,,,,,,,
4298,,9986-14,Neuropeptide W,Neuropeptide W,Q8N729,NPW,,,,,,,,,,,,,,,,
4299,,20590-13,NPY,Neuropeptide Y,P01303,NPY,X,X,,X,,,,,,,,,,,,
4300,,15298-199,NETO1,Neuropilin and tolloid-like protein 1,Q8TDF5,NETO1,,,,,,,,,,,,,,,,
4301,,5639-49,NETO1,Neuropilin and tolloid-like protein 1,Q8TDF5,NETO1,,,,,,,,,,,,,,,,
4302,,10562-42,NETO2,Neuropilin and tolloid-like protein 2,Q8NC67,NETO2,,,,,,,,,,,,,,,,
4303,,3214-3,NRP1,Neuropilin-1,O14786,NRP1,,,,,,,,,,,,,,,,
4304,,5542-22,NRP1,Neuropilin-1,O14786,NRP1,X,,X,,,,,,,,,,,,,
4305,,15387-44,Neuropilin-2,Neuropilin-2,O60462,NRP2,,,,,,,,,,,,,,,,
4306,,6590-54,Neuropilin-2,Neuropilin-2,O60462,NRP2,,,,,,,,,,,,,,,,
4307,,7194-36,NPTN,Neuroplastin,Q9Y639,NPTN,X,,,,,,,,,,,,,,,
4308,,7857-22,NEUT,Neurotensin/neuromedin N,P30990,NTS,X,,,,,,,,,,,,,,,
4309,,10907-116,NTRI,Neurotrimin,Q9P121,NTM,,,,,,,,,,,,,,,,
4310,,20550-38,NTRI,Neurotrimin,Q9P121,NTM,,,,,,,,,,,,,,,,
4311,,8428-102,NTRI,Neurotrimin,Q9P121,NTM,,,,,,,,,,,,,,,,
3311,,14079-14,IL-18 Ra,Interleukin-18 receptor 1,Q13478,IL18R1,,X,,,,,,,,,,,,X,X,
4313,,4146-58,Neurotrophin-5,Neurotrophin-4,P34130,NTF4,,X,,,,,,,,X,,,X,,X,
4314,,9000-177,SLC31,Neutral and basic amino acid transport protein rBAT,Q07837,SLC3A1,X,,X,,,,,,,,,,,,,
4315,,3212-30,ASAH2,Neutral ceramidase,Q9NR71,ASAH2,,,X,,,,,,,X,,,X,,X,
4316,,2954-56,MMP-8,Neutrophil collagenase,P22894,MMP8,,,,,,,,,,X,,,X,,X,
4317,,9172-69,MMP-8,Neutrophil collagenase,P22894,MMP8,,,,,,,,,,X,,,X,,X,
4318,,17766-5,NCF-1,Neutrophil cytosol factor 1,P14598,NCF1,X,X,X,,X,,,,,,,,,,X,
4319,,10047-12,NCF-2,Neutrophil cytosol factor 2,P19878,NCF2,,X,,,,,,,,,,,,,,
4320,,14060-67,NCF4,Neutrophil cytosol factor 4,Q15080,NCF4,X,,,,,,,,,,,,,,,
4321,,19579-5,HNP-1,Neutrophil defensin 1,P59665,DEFA1,,,,,,,,,,,,,,,,
4322,,9250-87,HNP-1,Neutrophil defensin 1,P59665,DEFA1,,,,,,,,,,,,,,,,
4323,,20539-4,HNP-3,Neutrophil defensin 3,P59666,DEFA3,,,,,,,,,,,,,,,,
4324,,13671-40,Elastase,Neutrophil elastase,P08246,ELANE,,,,,,,,,,X,,,X,,X,
4325,,2836-68,Lipocalin 2,Neutrophil gelatinase-associated lipocalin,P80188,LCN2,X,X,X,,X,,,,,,,,,,X,
4326,,2790-54,NAP-2,Neutrophil-activating peptide 2,P02775,PPBP,X,X,,,,,,,,,,,,,,
4327,,7696-3,NBR1,Next to BRCA1 gene 1 protein,Q14596,NBR1,,,,,,,,,,,,,,,,
4328,,19209-6,IKB-alpha,NF-kappa-B inhibitor alpha,P25963,NFKBIA,X,X,,X,,,,,,,,,,,,
4329,,17387-27,IKB-beta,NF-kappa-B inhibitor beta,Q15653,NFKBIB,,,,,,,,,,,,,,,,
4330,,19123-6,IKBD,NF-kappa-B inhibitor delta,Q8NI38,NFKBID,,,,,,,,,,,,,,,,
4331,,21317-25,KBRS1,NF-kappa-B inhibitor-interacting Ras-like protein 1,Q9NYS0,NKIRAS1,,,,,,,,,,,,,,,,
4332,,21624-64,KBRS2,NF-kappa-B inhibitor-interacting Ras-like protein 2,Q9NYR9,NKIRAS2,,,,,,,,,,,,,,,,
4333,,7770-25,NFU1,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",Q9UMS0,NFU1,,,X,,,,,,,,,,,,,
4334,,13933-276,NAB1,NGFI-A-binding protein 1,Q13506,NAB1,,,,,,,,,,,,,,,,
4335,,13680-3,NAB2,NGFI-A-binding protein 2,Q15742,NAB2,,,,,,,,,,,,,,,,
4336,,20103-176,N-glycosylase/DNA lyase,N-glycosylase/DNA lyase,O15527,OGG1,X,X,X,X,X,,,,,,,,,,X,
4337,,24922-19,NHLC2,NHL repeat-containing protein 2,Q8NBF2,NHLRC2,,,,,,,,,,,,,,,,
4338,,9087-8,NHLC3,NHL repeat-containing protein 3,Q5JS37,NHLRC3,,,,,,,,,,,,,,,,
4339,,13602-6,NH2L1,NHP2-like protein 1,P55769,SNU13,,,,,,,,,,,,,,,,
4340,,19376-74,NNMT,Nicotinamide N-methyltransferase,P40261,NNMT,,,,,,,,,,,,,,,,
4341,,5011-11,PBEF,Nicotinamide phosphoribosyltransferase,P43490,NAMPT,,X,X,X,X,,,,,,,,,,X,
4342,,16853-5,NRK1,Nicotinamide riboside kinase 1,Q9NWW6,NMRK1,,,,,,,,,,,,,,,,
4343,,20998-19,NRK2,Nicotinamide riboside kinase 2; Short=NRK 2; Short=NmR-K 2; EC=2.7.1.22,Q9NPI5,NMRK2,,,,,,,,,,,,,,,,
4344,,18932-84,NMNA1,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,Q9HAN9,NMNAT1,,,,,,,,,,,,,,,,
4345,,17789-1,NADC,Nicotinate-nucleotide pyrophosphorylase [carboxylating],Q15274,QPRT,,,,,,,,,,,,,,,,
4346,,3213-65,Nidogen,Nidogen-1,P14543,NID1,X,,X,,,,X,,,X,,,X,,X,
4347,,16060-99,NID2,Nidogen-2,Q14112,NID2,,,,,,,,,,X,,,X,,X,
4348,,3633-70,NID2,Nidogen-2,Q14112,NID2,,,,,,,X,,,X,,,X,,X,
4349,,23371-5,NIF3L,NIF3-like protein 1,Q9GZT8,NIF3L1,,,,,,,,,,,,,,,,
4350,,12738-43,NISCH,Nischarin,Q9Y2I1,NISCH,X,,,X,,,,,,,,,,,,
4351,,23525-27,NOSIP,Nitric oxide synthase-interacting protein,Q9Y314,NOSIP,,,,,,,,,,,,,,,,
4352,,5629-58,NKG2A,NKG2-A/NKG2-B type II integral membrane protein,P26715,KLRC1,,,,,,,,,,,,,,,,
4353,,14081-5,ULBP-1,NKG2D ligand 1,Q9BZM6,ULBP1,,,,,,,,,,X,,,X,,X,
4354,,3081-70,ULBP-1,NKG2D ligand 1,Q9BZM6,ULBP1,,,,,,,,,,X,,,X,,X,
4355,,22583-47,ULBP-2,NKG2D ligand 2,Q9BZM5,ULBP2,,,,,,,,,,,,,,,,
4356,,3082-9,ULBP-2,NKG2D ligand 2,Q9BZM5,ULBP2,,,,,,,,,,,,,,,,
4357,,2747-3,ULBP-3,NKG2D ligand 3,Q9BZM4,ULBP3,,,,,,,,,,X,,,X,,X,
4358,,14095-1,NKG2D,NKG2-D type II integral membrane protein,P26718,KLRK1,,,,,,,,,,X,,,X,,X,
4359,,3056-11,NKG2D,NKG2-D type II integral membrane protein,P26718,KLRK1,,,,,,,,,,X,,,X,,X,
4360,,11571-75,NKG2E:ECD,"NKG2-E type II integral membrane protein:Isoform E, Extracellular domain",Q07444,KLRC3,,,,,,,,,,,,,,,,
4361,,7795-14,NKG2E:CD,"NKG2-E type II integral membrane protein:Isoform H, Cytoplasmic domain",Q07444,KLRC3,,,,,,,,,,,,,,,,
4362,,10552-88,NKG2F,NKG2-F type II integral membrane protein,O43908,KLRC4,X,X,,,,,,,,,,,,,,
4363,,12636-113,SMYD2,N-lysine methyltransferase SMYD2,Q9NRG4,SMYD2,,,,,,,,,,,,,,,,
4364,,13988-67,NMRL1,NmrA-like family domain-containing protein 1,Q9HBL8,NMRAL1,,,,,,,,,,,,,,,,
4365,,17512-2,NMI,N-myc-interactor,Q13287,NMI,,,,,,,,,,,,,,,,
4366,,15692-300,NODAL,Nodal homolog,Q96S42,NODAL,X,,,,,,,,,,,,,,,
